prodvec,modelvec,newmodv,model_year,id,firmid,market,hpwt,space,air,mpd,price,mpg,quantity,share,share_out,japan,euro
BKREGA,BKREGA,BKREGA85,85,3911,19,17,0.344180,1.436296,0.0000,2.276793,10.177817,1.900000,63.853,0.000701,0.893810,0,0
BKLESA,BKLESA,BKLESA87,87,3913,19,17,0.477555,1.414602,1.0000,2.276793,11.829225,1.900000,141.126,0.001549,0.893810,0,0
BKELEC,BKELEC,BKELEC86,86,3915,19,17,0.458856,1.423254,1.0000,2.276793,14.878521,1.900000,82.719,0.000908,0.893810,0,0
BKRIVI,BKRIVI,BKRIVI85,85,3916,19,17,0.451807,1.342224,1.0000,2.276793,17.902289,1.900000,16.187,0.000178,0.893810,0,0
CDCIMA,CDCIMA,CDCIMA84,84,3917,19,17,0.345622,1.155700,1.0000,2.995781,13.232394,2.500000,12.295,0.000135,0.893810,0,0
CDSEVI,CDSEVI,CDSEVI82,82,3919,19,17,0.380117,1.334338,1.0000,2.037131,23.174296,1.700000,21.515,0.000236,0.893810,0,0
CDDEVI,CDDEVI,CDDEVI85,85,3920,19,17,0.385757,1.408905,1.0000,2.037131,19.066021,1.700000,203.487,0.002233,0.893810,0,0
CDELDO,CDELDO,CDELDO84,84,3922,19,17,0.386905,1.341866,1.0000,2.037131,20.897887,1.700000,21.47,0.000236,0.893810,0,0
CDALLA,CDALLA,CDALLA87,87,3924,19,17,0.486548,1.310924,1.0000,2.276793,48.151408,1.900000,2.517,0.000028,0.893810,0,0
CVSPRI,CVSPRI,CVSPRI85,85,3925,19,17,0.296296,0.892164,0.0000,5.272574,5.453345,4.400000,60.359,0.000662,0.893810,1,0
CVCHEV,CVCHEV,CVCHEV87,87,3926,19,17,0.304165,1.019082,0.0000,3.235443,4.837148,2.700000,16.967,0.000186,0.893810,0,0
CVSPEC,CVSPEC,CVSPEC85,85,3927,19,17,0.351936,1.001064,0.0000,4.433755,6.786092,3.700000,76.852,0.000843,0.893810,1,0
CVNOVA,CVNOVA,CVNOVA85,85,3928,19,17,0.328451,1.069309,0.0000,3.475105,7.491197,2.900000,134.956,0.001481,0.893810,0,0
CVCAVA,CVCAVA,CVCAVA84,84,3929,19,17,0.383795,1.155609,0.0000,2.995781,6.557218,2.500000,307.028,0.003369,0.893810,0,0
CVCORS,CVCORS,CVCORS87,87,3931,19,17,0.361301,1.250788,0.0000,2.995781,7.724472,2.500000,214.074,0.002349,0.893810,0,0
CVCELE,CVCELE,CVCELE84,84,3933,19,17,0.360958,1.304919,0.0000,2.636287,9.036092,2.200000,306.48,0.003363,0.893810,0,0
CVCAMA,CVCAMA,CVCAMA86,86,3937,19,17,0.440888,1.368640,0.0000,2.037131,8.798415,1.700000,117.324,0.001288,0.893810,0,0
CVMONT,CVMONT,CVMONT87,87,3939,19,17,0.441669,1.438872,0.0000,2.276793,9.952465,1.900000,63.577,0.000698,0.893810,0,0
CVCAPR,CVCAPR,CVCAPR73,73,3941,19,17,0.398860,1.599988,0.0000,2.156962,9.678697,1.800000,177.344,0.001946,0.893810,0,0
CVCORV,CVCORV,CVCORV87,87,3944,19,17,0.746269,1.253150,1.0000,1.917300,24.647007,1.600000,25.437,0.000279,0.893810,0,0
CRLEBA,CRLEBA,CRLEBA83,83,3945,16,17,0.375678,1.217880,0.0000,2.756118,9.425176,2.300000,54.746,0.000601,0.893810,0,0
CRLEBA,CRLEBA,CRLEBA83,83,3947,16,17,0.371747,1.266565,0.0000,2.636287,9.942782,2.200000,87.802,0.000964,0.893810,0,0
CRLEBA,CRLEBA,CRLEBA83,83,3948,16,17,0.367285,1.232132,0.0000,2.875949,8.603873,2.400000,30.939,0.000340,0.893810,0,0
CRCONQ,CRCONQ,CRCONQ87,87,3949,16,17,0.514184,1.148316,0.0000,2.156962,12.691021,1.800000,11.59,0.000127,0.893810,1,0
CRNEWY,CRNEWY,CRNEWY86,86,3950,16,17,0.362713,1.272960,0.0000,2.636287,12.493838,2.200000,50.479,0.000554,0.893810,0,0
CR5THA,CR5THA,CR5THA87,87,3951,16,17,0.374231,1.533714,1.0000,1.917300,13.790493,1.600000,58.27,0.000639,0.893810,0,0
DGCOLT,DGCOLT,DGCOLT87,87,3952,16,17,0.344304,1.078858,0.0000,3.834599,6.417254,3.200000,79.367,0.000871,0.893810,1,0
DGCOLT,DGCOLT,DGCOLT86,86,3954,16,17,0.304709,1.127916,0.0000,2.875949,10.009683,2.400000,29.38,0.000322,0.893810,1,0
DGOMNI,DGOMNI,DGOMNI85,85,3955,16,17,0.429146,1.090176,0.0000,2.995781,4.840669,2.500000,37.726,0.000414,0.893810,0,0
DGCHAR,DGCHAR,DGCHAR87,87,3956,16,17,0.419214,1.155428,0.0000,2.995781,6.161092,2.500000,18.032,0.000198,0.893810,0,0
DGARIE,DGARIE,DGARIE83,83,3957,16,17,0.401656,1.214480,0.0000,2.995781,6.738556,2.500000,99.039,0.001087,0.893810,0,0
DGSHAD,DGSHAD,DGSHAD87,87,3959,16,17,0.388933,1.155541,0.0000,2.995781,6.601232,2.500000,77.086,0.000846,0.893810,0,0
DGDAYT,DGDAYT,DGDAYT84,84,3960,16,17,0.373692,1.242549,0.0000,2.636287,8.625880,2.200000,41.776,0.000458,0.893810,0,0
DG600,DG600,DG60083,83,3961,16,17,0.373940,1.218560,0.0000,2.756118,8.706866,2.300000,33.019,0.000362,0.893810,0,0
DGLANC,DGLANC,DGLANC85,85,3962,16,17,0.367007,1.232132,0.0000,2.875949,8.339789,2.400000,22.422,0.000246,0.893810,0,0
DGDIPL,DGDIPL,DGDIPL84,84,3963,16,17,0.392597,1.518132,0.0000,1.917300,9.329225,1.600000,34.656,0.000380,0.893810,0,0
FDESCO,FDESCO,FDESCO87,87,3964,18,17,0.405041,1.099871,0.0000,2.995781,6.181338,2.500000,392.36,0.004306,0.893810,0,0
FDTEMP,FDTEMP,FDTEMP84,84,3967,18,17,0.341948,1.205495,0.0000,2.636287,7.216549,2.200000,219.296,0.002407,0.893810,0,0
FDMUST,FDMUST,FDMUST87,87,3970,18,17,0.750000,1.238963,0.0000,2.156962,8.739437,1.800000,172.602,0.001894,0.893810,0,0
FDTAUR,FDTAUR,FDTAUR86,86,3971,18,17,0.311850,1.330104,0.0000,2.756118,10.533451,2.300000,354.971,0.003895,0.893810,0,0
FDLTDC,FDLTDC,FDLTDC87,87,3975,18,17,0.404531,1.635250,1.0000,2.037131,12.200704,1.700000,118.034,0.001295,0.893810,0,0
FDTHUN,FDTHUN,FDTHUN84,84,3977,18,17,0.383019,1.436931,1.0000,2.396624,11.419014,2.000000,132.623,0.001455,0.893810,0,0
LCTOWN,LCTOWN,LCTOWN84,84,3979,18,17,0.370279,1.710390,1.0000,2.037131,19.849472,1.700000,126.009,0.001383,0.893810,0,0
LCMARK,LCMARK,LCMARK84,84,3980,18,17,0.403009,1.437852,1.0000,2.037131,21.316901,1.700000,27.119,0.000298,0.893810,0,0
LCCONT,LCCONT,LCCONT86,86,3981,18,17,0.394841,1.477152,1.0000,2.037131,23.241197,1.700000,12.909,0.000142,0.893810,0,0
MCLYNX,MCLYNX,MCLYNX86,86,3982,18,17,0.412277,1.099871,0.0000,2.995781,5.782570,2.500000,68.938,0.000757,0.893810,0,0
MCTOPA,MCTOPA,MCTOPA86,86,3984,18,17,0.336332,1.208910,0.0000,2.636287,7.672535,2.200000,63.2,0.000694,0.893810,0,0
MCCOUG,MCCOUG,MCCOUG84,84,3985,18,17,0.383019,1.427688,1.0000,2.995781,11.967430,2.500000,110.722,0.001215,0.893810,0,0
MCSABL,MCSABL,MCSABL86,86,3987,18,17,0.458415,1.351572,0.0000,2.756118,10.774648,2.300000,104.518,0.001147,0.893810,0,0
MCGRND,MCGRND,MCGRND87,87,3989,18,17,0.395361,1.658500,1.0000,2.037131,13.378521,1.700000,116.482,0.001278,0.893810,0,0
ODFIRE,ODFIRE,ODFIRE84,84,3991,19,17,0.377992,1.145300,0.0000,3.115612,7.481514,2.600000,17.626,0.000193,0.893810,0,0
ODCUTL,ODCUTL,ODCUTL75,75,3993,19,17,0.337423,1.440876,0.0000,2.276793,10.157570,1.900000,92.779,0.001018,0.893810,0,0
ODCALA,ODCALA,ODCALA85,85,3995,19,17,0.384464,1.190808,0.0000,2.636287,8.574824,2.200000,101.861,0.001118,0.893810,0,0
ODCIER,ODCIER,ODCIER84,84,3997,19,17,0.336626,1.304919,0.0000,2.636287,9.630282,2.200000,244.607,0.002684,0.893810,0,0
ODDELT,ODDELT,ODDELT87,87,4001,19,17,0.466418,1.419764,1.0000,2.156962,12.006162,1.800000,168.853,0.001853,0.893810,0,0
OD98,OD98,OD9886,86,4003,19,17,0.453583,1.421936,1.0000,2.156962,15.291373,1.800000,72.001,0.000790,0.893810,0,0
ODTORO,ODTORO,ODTORO85,85,4004,19,17,0.417661,1.327500,1.0000,2.156962,17.551056,1.800000,16.667,0.000183,0.893810,0,0
PLHORI,PLHORI,PLHORI87,87,4008,16,17,0.429146,1.090176,0.0000,2.995781,5.104754,2.500000,46.46,0.000510,0.893810,0,0
PLSUND,PLSUND,PLSUND87,87,4009,16,17,0.378168,1.155541,0.0000,2.995781,6.865317,2.500000,75.883,0.000833,0.893810,0,0
PLRELI,PLRELI,PLRELI83,83,4010,16,17,0.401656,1.214480,0.0000,2.995781,6.738556,2.500000,105.919,0.001162,0.893810,0,0
PLCARA,PLCARA,PLCARA85,85,4012,16,17,0.374662,1.259360,0.0000,2.756118,8.593310,2.300000,36.077,0.000396,0.893810,0,0
PLGRAN,PLGRAN,PLGRAN84,84,4013,16,17,0.388997,1.481304,0.0000,1.917300,9.329225,1.600000,7.782,0.000085,0.893810,0,0
PT1000,PT1000,PT100084,84,4014,19,17,0.299126,1.019082,0.0000,3.235443,5.368838,2.700000,4.826,0.000053,0.893810,0,0
PTSUNB,PTSUNB,PTSUNB87,87,4015,19,17,0.405748,1.164891,0.0000,3.115612,7.041373,2.600000,79.014,0.000867,0.893810,0,0
PTGRND,PTGRND,PTGRND87,87,4017,19,17,0.382066,1.198125,0.0000,2.636287,8.361796,2.200000,211.192,0.002318,0.893810,0,0
PT6000,PT6000,PT600082,82,4019,19,17,0.351003,1.359360,0.0000,2.636287,9.242077,2.200000,120.373,0.001321,0.893810,0,0
PTFIER,PTFIER,PTFIER84,84,4023,19,17,0.385523,1.122630,0.0000,2.995781,7.305458,2.500000,41.83,0.000459,0.893810,0,0
PTFIRE,PTFIRE,PTFIRE85,85,4024,19,17,0.434783,1.353600,0.0000,2.037131,9.118838,1.700000,73.19,0.000803,0.893810,0,0
PTBONN,PTBONN,PTBONN87,87,4026,19,17,0.452352,1.432627,1.0000,2.037131,11.794894,1.700000,109.33,0.001200,0.893810,0,0
PTGRND,PTGRND,PTGRND87,87,4027,19,17,0.339192,1.459737,0.0000,2.276793,9.743838,1.900000,5.623,0.000062,0.893810,0,0
PTSAFA,PTSAFA,PTSAFA87,87,4029,19,17,0.340716,1.705743,1.0000,1.917300,12.287852,1.600000,13.884,0.000152,0.893810,0,0
ACINTE,ACINTE,ACINTE86,86,4030,3,17,0.485813,1.105360,0.0000,3.115612,8.678697,2.600000,54.757,0.000601,0.893810,1,0
ACLEGE,ACLEGE,ACLEGE86,86,4031,3,17,0.490578,1.293602,1.0000,2.396624,17.832746,2.000000,54.713,0.000600,0.893810,1,0
ARMILA,ARMILA,ARMILA87,87,4032,20,17,0.529756,1.094610,1.0000,2.156962,11.311620,1.800000,2.859,0.000031,0.893810,0,1
ARSPID,ARSPID,ARSPID82,82,4033,20,17,0.451334,1.082008,0.0000,2.756118,14.960387,2.300000,3.395,0.000037,0.893810,0,1
AD5000,AD5000,AD500083,83,4034,7,17,0.386779,1.375878,1.0000,2.276793,17.658451,1.900000,19.193,0.000211,0.893810,0,1
AD4000,AD4000,AD400085,85,4036,7,17,0.436457,1.169092,1.0000,2.995781,13.974472,2.500000,9.043,0.000099,0.893810,0,1
BW325,BW325,BW32586,86,4037,8,17,0.437297,1.137888,1.0000,2.516456,19.379401,2.100000,57.757,0.000634,0.893810,0,1
BW528E,BW528E,BW528E87,87,4038,8,17,0.393496,1.264410,1.0000,2.396624,24.938380,2.000000,9.405,0.000103,0.893810,0,1
BW535I,BW535I,BW535I87,87,4039,8,17,0.560000,1.264410,1.0000,2.396624,29.577465,2.000000,6.547,0.000072,0.893810,0,1
BW735I,BW735I,BW735I87,87,4040,8,17,0.580195,1.403358,1.0000,1.797468,37.389965,1.500000,10.028,0.000110,0.893810,0,1
BW635C,BW635C,BW635C86,86,4041,8,17,0.538462,1.315902,1.0000,1.917300,41.342430,1.600000,1.944,0.000021,0.893810,0,1
HDCIVI,HDCIVI,HDCIVI85,85,4042,3,17,0.381526,1.042848,0.0000,3.594937,7.442782,3.000000,221.252,0.002428,0.893810,0,0
HDACCO,HDACCO,HDACCO86,86,4046,3,17,0.411592,1.190595,0.0000,2.995781,9.352993,2.500000,334.876,0.003675,0.893810,0,0
HDPREL,HDPREL,HDPREL83,83,4047,3,17,0.498866,1.150680,0.0000,2.995781,10.558979,2.500000,72.708,0.000798,0.893810,1,0
HYEXCE,HYEXCE,HYEXCE87,87,4048,21,17,0.317016,1.015910,0.0000,3.594937,5.673415,3.000000,263.61,0.002893,0.893810,0,0
ISIMAR,ISIMAR,ISIMAR87,87,4049,13,17,0.361384,0.999490,0.0000,3.954430,6.566021,3.300000,32.3,0.000354,0.893810,1,0
ISIMPU,ISIMPU,ISIMPU84,84,4050,13,17,0.310881,1.125352,1.0000,4.553586,12.886444,3.800000,7.287,0.000080,0.893810,1,0
MZ323,MZ323,MZ32386,86,4051,4,17,0.387707,1.048464,0.0000,3.115612,7.217430,2.600000,76.212,0.000836,0.893810,1,0
MZ626,MZ626,MZ62686,86,4053,4,17,0.379592,1.182370,0.0000,3.115612,8.669894,2.600000,74.439,0.000817,0.893810,1,0
MB190D,MB190D,MB190D86,86,4055,9,17,0.326889,1.156750,1.0000,2.276793,23.855634,1.900000,17.545,0.000193,0.893810,0,1
MB260E,MB260E,MB260E87,87,4057,9,17,0.492212,1.297200,1.0000,2.396624,30.369718,2.000000,6.16,0.000068,0.893810,0,1
MB300E,MB300E,MB300E86,86,4058,9,17,0.549689,1.282320,1.0000,2.156962,34.771127,1.800000,23.456,0.000257,0.893810,0,1
MB300S,MB300S,MB300S87,87,4060,9,17,0.372881,1.492077,1.0000,2.396624,41.373239,2.000000,6.035,0.000066,0.893810,0,1
MB420S,MB420S,MB420S87,87,4061,9,17,0.524120,1.492077,1.0000,1.677637,45.774648,1.400000,14.945,0.000164,0.893810,0,1
MB560S,MB560S,MB560S87,87,4062,9,17,0.589839,1.492077,1.0000,1.677637,54.137324,1.400000,6.346,0.000070,0.893810,0,1
MCMERK,MCMERK,MCMERK87,87,4063,18,17,0.496575,1.213120,1.0000,2.516456,15.697183,2.100000,14.301,0.000157,0.893810,0,0
MTPREC,MTPREC,MTPREC87,87,4064,10,17,0.314669,1.015279,0.0000,3.954430,4.573063,3.300000,20.658,0.000227,0.893810,1,0
MTMIRA,MTMIRA,MTMIRA85,85,4065,10,17,0.324582,1.013012,0.0000,3.834599,6.918134,3.200000,15.185,0.000167,0.893810,1,0
MTTRED,MTTRED,MTTRED84,84,4066,10,17,0.371308,1.127496,0.0000,2.875949,8.247359,2.400000,4.972,0.000055,0.893810,1,0
MTCORD,MTCORD,MTCORD84,84,4067,10,17,0.376551,1.131420,0.0000,2.995781,8.590669,2.500000,4.499,0.000049,0.893810,1,0
MTGALA,MTGALA,MTGALA85,85,4068,10,17,0.391320,1.221277,1.0000,2.396624,12.323063,2.000000,10.856,0.000119,0.893810,1,0
MTSTAR,MTSTAR,MTSTAR84,84,4069,10,17,0.485274,1.156976,1.0000,2.156962,13.617077,1.800000,5.084,0.000056,0.893810,1,0
NISENT,NISENT,NISENT84,84,4070,2,17,0.313761,1.089802,0.0000,3.355274,6.513204,2.800000,121.139,0.001329,0.893810,0,0
NIPULS,NIPULS,NIPULS84,84,4073,2,17,0.302376,1.100565,0.0000,2.756118,9.330106,2.300000,62.175,0.000682,0.893810,1,0
NISTAN,NISTAN,NISTAN84,84,4074,2,17,0.340949,1.182370,0.0000,2.756118,9.682218,2.300000,64.745,0.000711,0.893810,1,0
NI200S,NI200S,NI200S84,84,4077,2,17,0.373080,1.133600,0.0000,2.636287,9.858275,2.200000,30.196,0.000331,0.893810,1,0
NIMAXI,NIMAXI,NIMAXI85,85,4078,2,17,0.500000,1.206975,1.0000,2.156962,13.379401,1.800000,94.092,0.001033,0.893810,1,0
NI300Z,NI300Z,NI300Z84,84,4080,2,17,0.509716,1.159053,1.0000,2.156962,16.284331,1.800000,33.649,0.000369,0.893810,1,0
PG505,PG505,PG50587,87,4081,14,17,0.418118,1.275161,0.0000,2.156962,12.235915,1.800000,9.422,0.000103,0.893810,0,1
PS924S,PS924S,PS924S87,87,4083,12,17,0.537674,1.119807,1.0000,2.516456,17.517606,2.100000,2.975,0.000033,0.893810,0,1
PS944,PS944,PS94483,83,4084,12,17,0.529158,1.119807,1.0000,2.516456,22.447183,2.100000,6.336,0.000070,0.893810,0,1
PS911,PS911,PS91184,84,4085,12,17,0.776488,1.097850,1.0000,2.037131,33.890845,1.700000,4.157,0.000046,0.893810,0,1
PS928S,PS928S,PS928S85,85,4086,12,17,0.901569,1.287663,1.0000,1.677637,51.848592,1.400000,1.968,0.000022,0.893810,0,1
SA900,SA900,SA90081,81,4087,11,17,0.403818,1.226925,1.0000,2.516456,12.777289,2.100000,9.838,0.000108,0.893810,0,1
SA9000,SA9000,SA900087,87,4088,11,17,0.421301,1.262386,1.0000,2.516456,19.194542,2.100000,4.198,0.000046,0.893810,0,1
SBSTD,SBSTD,SBSTD81,81,4089,5,17,0.336585,0.994746,0.0000,3.714768,4.751761,3.100000,8.377,0.000092,0.893810,1,0
SBJUST,SBJUST,SBJUST87,87,4090,5,17,0.398792,0.840768,0.0000,4.553586,5.039613,3.800000,13.24,0.000145,0.893810,1,0
SBDL,SBDL,SBDL86,86,4091,5,17,0.410023,1.141884,0.0000,2.756118,7.753521,2.300000,39.307,0.000431,0.893810,1,0
SBDLSW,SBDLSW,SBDLSW87,87,4092,5,17,0.386266,1.162812,0.0000,2.995781,8.105634,2.500000,82.408,0.000904,0.893810,1,0
SBXT,SBXT,SBXT87,87,4095,5,17,0.412281,1.165080,0.0000,2.995781,8.444542,2.500000,17.901,0.000196,0.893810,1,0
TYTERC,TYTERC,TYTERC87,87,4096,1,17,0.380000,1.006720,0.0000,4.313924,5.764085,3.600000,100.59,0.001104,0.893810,1,0
TYCORO,TYCORO,TYCORO83,83,4099,1,17,0.346767,1.070972,0.0000,3.594937,7.198944,3.000000,119.447,0.001311,0.893810,1,0
TYCELI,TYCELI,TYCELI87,87,4100,1,17,0.468432,1.168328,0.0000,3.235443,9.329225,2.700000,79.333,0.000871,0.893810,1,0
TYSUPR,TYSUPR,TYSUPR86,86,4101,1,17,0.576701,1.249653,1.0000,2.037131,17.596831,1.700000,29.907,0.000328,0.893810,1,0
TYCAMR,TYCAMR,TYCAMR87,87,4102,1,17,0.421245,1.225533,0.0000,3.235443,9.373239,2.700000,186.633,0.002048,0.893810,1,0
TYMR2,TYMR2,TYMR287,87,4104,1,17,0.476596,1.020080,0.0000,3.115612,11.045775,2.600000,15.847,0.000174,0.893810,1,0
TYCRES,TYCRES,TYCRES83,83,4105,1,17,0.473301,1.248870,1.0000,2.276793,17.033451,1.900000,21.968,0.000241,0.893810,1,0
VWFOX,VWFOX,VWFOX87,87,4107,7,17,0.369863,1.029420,0.0000,3.115612,5.713028,2.600000,40.176,0.000441,0.893810,0,1
VWCABR,VWCABR,VWCABR87,87,4109,7,17,0.399290,0.971346,0.0000,2.875949,11.663732,2.400000,13.563,0.000149,0.893810,0,1
VWJETT,VWJETT,VWJETT85,85,4111,7,17,0.364807,1.124635,0.0000,3.115612,8.371479,2.600000,52.553,0.000577,0.893810,0,1
VWSCIR,VWSCIR,VWSCIR84,84,4112,7,17,0.405223,1.060480,0.0000,2.875949,9.401408,2.400000,6.971,0.000077,0.893810,0,1
VWQUAN,VWQUAN,VWQUAN87,87,4113,7,17,0.413378,1.206240,1.0000,2.276793,13.191021,1.900000,6.722,0.000074,0.893810,0,1
VVDL,VVDL,VVDL84,84,4115,6,17,0.386441,1.285623,1.0000,2.636287,13.358275,2.200000,49.107,0.000539,0.893810,0,1
VV740G,VV740G,VV740G86,86,4117,6,17,0.389344,1.305612,1.0000,2.756118,17.257923,2.300000,41.36,0.000454,0.893810,0,1
VV760G,VV760G,VV760G87,87,4119,6,17,0.462372,1.305612,1.0000,2.636287,24.014085,2.200000,14.109,0.000155,0.893810,0,1
VV780G,VV780G,VV780G87,87,4121,6,17,0.435566,1.308384,1.0000,2.516456,30.620599,2.100000,0.511,0.000006,0.893810,0,1
YUHATC,YUHATC,YUHATC87,87,4122,23,17,0.294760,0.843730,0.0000,3.594937,3.512324,3.000000,48.812,0.000536,0.893810,0,1
BKSKYH,BKSKYH,BKSKYH82,82,4200,19,18,0.400668,1.181050,0.0000,3.126321,7.509721,2.500000,26.056,0.000281,0.891612,0,0
BKCENT,BKCENT,BKCENT82,82,4204,19,18,0.354815,1.312354,0.0000,3.001268,9.968724,2.400000,131.994,0.001422,0.891612,0,0
BKREGA,BKREGA,BKREGA88,88,4208,19,18,0.423298,1.379996,0.0000,2.501057,10.523246,2.000000,122.871,0.001324,0.891612,0,0
BKLASA,BKLASA,BKLASA88,88,4209,19,18,0.463106,1.422660,1.0000,2.376004,12.176669,1.900000,141.44,0.001524,0.891612,0,0
BKELEC,BKELEC,BKELEC88,88,4211,19,18,0.501825,1.426280,1.0000,2.376004,14.775148,1.900000,84.453,0.000910,0.891612,0,0
BKRIVI,BKRIVI,BKRIVI88,88,4213,19,18,0.490488,1.342224,1.0000,2.376004,18.271344,1.900000,11.75,0.000127,0.891612,0,0
BKREAT,BKREAT,BKREAT88,88,4214,19,18,0.492537,1.334440,1.0000,2.376004,21.132713,1.900000,4.514,0.000049,0.891612,0,0
CDCIMM,CDCIMM,CDCIMM88,88,4215,19,18,0.453556,1.155700,1.0000,2.501057,13.584954,2.000000,5.884,0.000063,0.891612,0,0
CDSEVI,CDSEVI,CDSEVI88,88,4216,19,18,0.449406,1.352772,1.0000,2.125899,23.353339,1.700000,22.439,0.000242,0.891612,0,0
CDDEVI,CDDEVI,CDDEVI88,88,4217,19,18,0.450975,1.408905,1.0000,2.125899,19.783601,1.700000,160.291,0.001727,0.891612,0,0
CDELDO,CDELDO,CDELDO88,88,4219,19,18,0.456016,1.363256,1.0000,2.125899,21.040575,1.700000,31.199,0.000336,0.891612,0,0
CDBROU,CDBROU,CDBROU88,88,4220,19,18,0.336862,1.664130,1.0000,2.125899,20.157227,1.700000,43.67,0.000470,0.891612,0,0
CDALLA,CDALLA,CDALLA87,87,4221,19,18,0.487246,1.310924,1.0000,2.000846,47.787828,1.600000,3.065,0.000033,0.891612,0,0
CVSPRI,CVSPRI,CVSPRI85,85,4222,19,18,0.296296,0.893368,0.0000,5.502326,5.566357,4.400000,48.088,0.000518,0.891612,1,0
CVSPEC,CVSPEC,CVSPEC85,85,4223,19,18,0.351936,1.001064,0.0000,4.626956,6.897718,3.700000,68.347,0.000736,0.891612,1,0
CVNOVA,CVNOVA,CVNOVA85,85,4224,19,18,0.325645,1.070972,0.0000,3.126321,7.434489,2.500000,96.868,0.001043,0.891612,0,0
CVCAVA,CVCAVA,CVCAVA84,84,4225,19,18,0.380872,1.155609,0.0000,3.126321,6.927303,2.500000,306.267,0.003299,0.891612,0,0
CVCORS,CVCORS,CVCORS87,87,4227,19,18,0.347625,1.247120,0.0000,3.126321,7.603550,2.500000,380.301,0.004097,0.891612,0,0
CVCELE,CVCELE,CVCELE84,84,4229,19,18,0.354430,1.304919,0.0000,3.001268,9.319527,2.400000,252.861,0.002724,0.891612,0,0
CVCAMA,CVCAMA,CVCAMA86,86,4233,19,18,0.442043,1.397760,0.0000,2.125899,9.294167,1.700000,101.665,0.001095,0.891612,0,0
CVMONT,CVMONT,CVMONT87,87,4235,19,18,0.435866,1.438872,0.0000,2.376004,10.422654,1.900000,28.74,0.000310,0.891612,0,0
CVCAPR,CVCAPR,CVCAPR73,73,4237,19,18,0.395480,1.599988,0.0000,2.376004,10.169062,1.900000,172.993,0.001864,0.891612,0,0
CVCORV,CVCORV,CVCORV87,87,4240,19,18,0.743264,1.253150,1.0000,2.000846,24.919696,1.600000,23.281,0.000251,0.891612,0,0
CRLABA,CRLABA,CRLABA88,88,4241,16,18,0.363423,1.217880,0.0000,2.876216,9.540152,2.300000,20.113,0.000217,0.891612,0,0
CRGTS,CRGTS,CRGTS85,85,4243,16,18,0.378644,1.231449,0.0000,2.876216,9.127642,2.300000,15.169,0.000163,0.891612,0,0
CRCONQ,CRCONQ,CRCONQ88,88,4244,16,18,0.620872,1.182956,0.0000,2.250951,15.346577,1.800000,9.873,0.000106,0.891612,1,0
CRNEWY,CRNEWY,CRNEWY88,88,4245,16,18,0.423149,1.326160,1.0000,2.376004,14.721893,1.900000,83.622,0.000901,0.891612,0,0
CRFIFT,CRFIFT,CRFIFT84,84,4246,16,18,0.372439,1.532972,1.0000,2.125899,14.575655,1.700000,35.967,0.000387,0.891612,0,0
DGCOLT,DGCOLT,DGCOLT87,87,4247,16,18,0.331546,1.076530,0.0000,4.001691,6.444632,3.200000,79.885,0.000861,0.891612,1,0
DGVIST,DGVIST,DGVIST88,88,4249,16,18,0.364326,1.131408,0.0000,2.876216,9.401522,2.300000,19.439,0.000209,0.891612,1,0
DGOMNI,DGOMNI,DGOMNI85,85,4251,16,18,0.417978,1.090176,0.0000,3.126321,5.071006,2.500000,59.664,0.000643,0.891612,0,0
DGARIE,DGARIE,DGARIE83,83,4252,16,18,0.374245,1.214480,0.0000,3.126321,5.912933,2.500000,102.489,0.001104,0.891612,0,0
DGSHAD,DGSHAD,DGSHAD87,87,4254,16,18,0.393082,1.150830,0.0000,3.126321,6.825866,2.500000,91.09,0.000981,0.891612,0,0
DGDAYT,DGDAYT,DGDAYT84,84,4255,16,18,0.358744,1.212750,0.0000,2.876216,8.303466,2.300000,72.171,0.000777,0.891612,0,0
DG600,DG600,DG60083,83,4256,16,18,0.358382,1.180938,0.0000,2.876216,9.010144,2.300000,11.943,0.000129,0.891612,0,0
DGLANC,DGLANC,DGLANC85,85,4257,16,18,0.377929,1.232132,0.0000,3.126321,8.860524,2.500000,10.032,0.000108,0.891612,0,0
DGDYNA,DGDYNA,DGDYNA88,88,4258,16,18,0.314614,1.315200,0.0000,2.876216,9.861369,2.300000,83.012,0.000894,0.891612,0,0
DGDIPL,DGDIPL,DGDIPL84,84,4260,16,18,0.390625,1.518132,0.0000,2.125899,10.251057,1.700000,20.414,0.000220,0.891612,0,0
FDFEST,FDFEST,FDFEST88,88,4261,18,18,0.338587,0.887960,0.0000,4.752008,4.873204,3.800000,69.167,0.000745,0.891612,0,0
FDESCO,FDESCO,FDESCO87,87,4262,18,18,0.405041,1.099871,0.0000,3.251374,6.217244,2.600000,387.815,0.004178,0.891612,0,0
FDTEMP,FDTEMP,FDTEMP88,88,4265,18,18,0.379110,1.182360,0.0000,2.751163,7.445478,2.200000,285.141,0.003072,0.891612,0,0
FDMUST,FDMUST,FDMUST88,88,4266,18,18,0.327154,1.241036,0.0000,3.126321,7.376162,2.500000,170.08,0.001832,0.891612,0,0
FDTAUR,FDTAUR,FDTAUR86,86,4268,18,18,0.312283,1.333872,0.0000,2.876216,10.849535,2.300000,374.627,0.004036,0.891612,0,0
FDCRNV,FDCRNV,FDCRNV84,84,4271,18,18,0.396930,1.635250,1.0000,2.125899,12.863905,1.700000,114.212,0.001230,0.891612,0,0
